"","fc","rm","tune.args","auc.train","cbi.train","auc.diff.avg","auc.diff.sd","auc.val.avg","auc.val.sd","cbi.val.avg","cbi.val.sd","or.10p.avg","or.10p.sd","or.mtp.avg","or.mtp.sd","AICc","delta.AICc","w.AIC","ncoef"
"99","QP","4","fc.QP_rm.4",0.825724385245902,0.984,0.0210441744811125,0.0154515923110709,0.824639491666667,0.0233316291721743,0.872,0.0578311719096583,0.102,0.0539249592912957,0.004,0.0126491106406735,6430.24472718923,386.702457944014,4.67379396420302e-85,8
"100","HP","4","fc.HP_rm.4",0.903243647540984,0.975,0.0256111550332088,0.0130471124396858,0.897076775,0.027131730081457,0.8661,0.0759787250924012,0.1065,0.0473263557715707,0.008,0.025298221281347,6106.69826095842,63.1559917132054,8.45068716790986e-15,39
"101","LQH","4","fc.LQH_rm.4",0.902501229508197,0.978,0.0257332755603985,0.0125493632300069,0.896314025,0.0269666303324061,0.8739,0.0779108464849407,0.1065,0.0473263557715707,0.004,0.0126491106406735,6098.0083313569,54.4660621116864,6.51457760652393e-13,34
"102","LQP","4","fc.LQP_rm.4",0.826820286885246,0.988,0.0218699687525944,0.0153854780185505,0.826115041666667,0.0240889062522119,0.8652,0.0587892658380573,0.106,0.0598619811743936,0.004,0.0126491106406735,6427.73416737808,384.191898132868,1.63995034914556e-84,9
"103","LQHP","4","fc.LQHP_rm.4",0.902498565573771,0.973,0.0254951364777916,0.0126534880071134,0.896455908333333,0.0268179610675697,0.8824,0.0490967299205241,0.1065,0.0473263557715707,0.008,0.025298221281347,6090.65223578412,47.1099665389038,2.57775786077679e-11,32
"104","LQHPT","4","fc.LQHPT_rm.4",0.906767827868852,0.957,0.0253494822229141,0.0118115491408521,0.897888075,0.0257500456795247,0.8774,0.0773609146217333,0.1105,0.0465212682013477,0.008,0.025298221281347,6065.03530940116,21.4930401559468,9.41644568332697e-06,30
"105","L","4.5","fc.L_rm.4.5",0.781552254098361,0.928,0.0196855510066418,0.0131831286975179,0.779604025,0.0220587366508081,0.8248,0.0485999542752414,0.106333333333333,0.0472633807560761,0.004,0.0126491106406735,6540.90076908237,497.358499837153,4.37537591337286e-109,5
"106","Q","4.5","fc.Q_rm.4.5",0.782924795081967,0.962,0.0133287474366957,0.0123422203476385,0.780411991666667,0.0169336598992665,0.8161,0.0761685995378381,0.098,0.0544829795599359,0.008,0.025298221281347,6561.97734780463,518.435078559417,1.15956327831543e-113,5
"107","H","4.5","fc.H_rm.4.5",0.902938114754098,0.983,0.0262848342154421,0.0116539276149896,0.896695225,0.0272733627097675,0.8687,0.0723218884955001,0.1065,0.0473263557715707,0.008,0.025298221281347,6121.85843874696,78.3161695017498,4.31420965018704e-18,40
"108","P","4.5","fc.P_rm.4.5",0.80200143442623,0.974,0.0212943564238273,0.0136166300997845,0.801112891666667,0.0232620925452422,0.8396,0.0576275397126524,0.106166666666667,0.0539321132490298,0.004,0.0126491106406735,6496.84830077405,453.306031528831,1.61022780599804e-99,6
"109","LQ","4.5","fc.LQ_rm.4.5",0.809134221311475,0.982,0.0187710133561644,0.0146104210662176,0.807077808333333,0.0214594409814106,0.8565,0.102245075947723,0.109833333333333,0.0676339548736569,0.004,0.0126491106406735,6461.49578431575,417.953515070536,7.64871944935015e-92,6
"110","LP","4.5","fc.LP_rm.4.5",0.805206762295082,0.981,0.0217308646222499,0.0142773342090947,0.802839508333333,0.0239399192933539,0.8414,0.0721082519549601,0.106,0.0538757143116692,0.004,0.0126491106406735,6487.13951520023,443.597245955012,2.06596672448632e-97,7
"111","QH","4.5","fc.QH_rm.4.5",0.902335860655738,0.983,0.026218779068078,0.0121626718418062,0.896159808333333,0.027307814584864,0.8689,0.0930787599592708,0.1065,0.0473263557715707,0.004,0.0126491106406735,6078.05832071225,34.5160514670306,1.39951007904565e-08,23
"112","QP","4.5","fc.QP_rm.4.5",0.81991618852459,0.984,0.0202955872249896,0.0150487838230215,0.817473958333333,0.0225582262767251,0.8705,0.0555482773010209,0.102,0.0539249592912957,0.004,0.0126491106406735,6447.79323934042,404.250970095203,7.22867279576439e-89,8
"113","HP","4.5","fc.HP_rm.4.5",0.901862909836066,0.984,0.0257959732772935,0.0132433379823172,0.895557275,0.0274116181237185,0.8719,0.0714414290015099,0.1065,0.0473263557715707,0.008,0.025298221281347,6111.29352027784,67.7512510326296,8.49266791484439e-16,37
"114","LQH","4.5","fc.LQH_rm.4.5",0.901220286885246,0.985,0.0260013649543379,0.0128046129549519,0.895064075,0.0273465281005654,0.8838,0.0815717816132243,0.1065,0.0473263557715707,0.008,0.025298221281347,6082.94139672211,39.3991274768914,1.21795024646381e-09,25
"115","LQP","4.5","fc.LQP_rm.4.5",0.820057991803279,0.987,0.0208095198526359,0.0148786589935355,0.818176041666667,0.0229436600619641,0.8628,0.057751960043698,0.106,0.0598619811743936,0.004,0.0126491106406735,6446.05021865161,402.507949406396,1.72802770230343e-88,8
"116","LQHP","4.5","fc.LQHP_rm.4.5",0.901336270491803,0.983,0.0259874905458696,0.0130992201013686,0.895164191666667,0.0275301952021857,0.8922,0.0443165381720589,0.1065,0.0473263557715707,0.008,0.025298221281347,6091.88971836399,48.3474491187726,1.38843704292771e-11,29
"117","LQHPT","4.5","fc.LQHPT_rm.4.5",0.904346926229508,0.958,0.0259132848796181,0.0115981017372518,0.896363675,0.0264440431065615,0.8827,0.0797956417634725,0.1105,0.0465212682013477,0.008,0.025298221281347,6070.88308673087,27.3408174856586,5.0589256040061e-07,26
"118","L","5","fc.L_rm.5",0.781806147540984,0.928,0.0196403433478622,0.0131185741436223,0.779834958333333,0.0219747499071869,0.8222,0.0484121196946935,0.106333333333333,0.0472633807560761,0.004,0.0126491106406735,6541.75156838632,498.209299141109,2.85934559924382e-109,5
"119","Q","5","fc.Q_rm.5",0.78260143442623,0.954,0.0135121225300955,0.0121500255822753,0.780029991666667,0.0170290144041825,0.8213,0.0715728843751443,0.098,0.0544829795599359,0.008,0.025298221281347,6563.95324197015,520.410972724937,4.31752128193741e-114,5
"120","H","5","fc.H_rm.5",0.901664344262295,0.987,0.0265083767642175,0.0118250494406937,0.895617741666667,0.0276202466801996,0.8675,0.0764275255825195,0.110666666666667,0.0468923116180989,0.008,0.025298221281347,6149.79518154748,106.252912302268,3.70266674570959e-24,46
"121","P","5","fc.P_rm.5",0.801990368852459,0.974,0.0213378490244915,0.0131800114995888,0.800707116666667,0.0232462148999507,0.8405,0.0586444086564667,0.106166666666667,0.0539321132490298,0.004,0.0126491106406735,6498.28957340524,454.747304160026,7.83283443098581e-100,6
"122","LQ","5","fc.LQ_rm.5",0.808120286885246,0.983,0.0183783140410959,0.0140845728064866,0.805811558333333,0.021100198690556,0.8591,0.0899746260527563,0.105833333333333,0.070707404400367,0.008,0.0168654808542314,6468.84246321108,425.300193965867,1.9421272382683e-93,6
"123","LP","5","fc.LP_rm.5",0.803923975409836,0.979,0.021880879607721,0.0137108732719307,0.802084808333333,0.0237676626255544,0.8402,0.0659423991070995,0.102,0.0573907980751593,0.004,0.0126491106406735,6489.15878315418,445.616513908964,7.52739761887754e-98,6
"124","QH","5","fc.QH_rm.5",0.901271106557377,0.981,0.026410472675384,0.012557398160798,0.895128041666667,0.0277157478732161,0.8827,0.0926403439832416,0.1065,0.0473263557715707,0.004,0.0126491106406735,6093.7166839902,50.1744147449826,5.56936455995555e-12,26
"125","QP","5","fc.QP_rm.5",0.812441598360656,0.983,0.0197801096409298,0.0145902830326826,0.811637758333333,0.0222747212336012,0.8573,0.0667749953201047,0.102,0.0539249592912957,0.008,0.025298221281347,6464.17128115022,420.629011905003,2.00729857256311e-92,6
"126","HP","5","fc.HP_rm.5",0.900445286885246,0.985,0.0263363983914487,0.0134796787790397,0.894095475,0.0280674973853828,0.8844,0.0670492356406842,0.1065,0.0473263557715707,0.008,0.025298221281347,6127.18869301837,83.6464237731561,3.00228030531761e-19,39
"127","LQH","5","fc.LQH_rm.5",0.899778073770492,0.99,0.0261725457762557,0.0129322027728945,0.893854041666667,0.0276605777702162,0.8868,0.0638501718434997,0.102333333333333,0.0512630591612313,0.008,0.025298221281347,6099.20511437826,55.6628451330489,3.58103141547243e-13,28
"128","LQP","5","fc.LQP_rm.5",0.813624795081967,0.986,0.0201292528331258,0.0145297327982585,0.811738608333333,0.0224751146736954,0.8525,0.063379369233564,0.110166666666667,0.0627135856665882,0.004,0.0126491106406735,6464.53858482172,420.996315576507,1.67052506735147e-92,8
"129","LQHP","5","fc.LQHP_rm.5",0.899773975409836,0.989,0.0264045993254462,0.0134386235989487,0.894016208333333,0.0280977184349342,0.9044,0.0471597757039242,0.1065,0.0473263557715707,0.008,0.025298221281347,6100.1322382997,56.5899690544893,2.25260855639859e-13,29
"130","LQHPT","5","fc.LQHPT_rm.5",0.902648155737705,0.959,0.0262202036425903,0.0118360076280155,0.895336275,0.0269799723514204,0.8794,0.0879345716364667,0.1065,0.0473263557715707,0.008,0.025298221281347,6068.99065415938,25.448384914167,1.30315118822348e-06,21
